implementation,dataset,label,ncells,ndocs,index_source,index_path,queries,k,warmup,avg_time_s,qps,recall,avg_latency_ms,gpu_mem_current_mib,gpu_mem_peak_mib,gpu_mem_total_mib,torch_peak_allocated_mib,torch_peak_reserved_mib,source
plaid_gpu_resident,hotpot,c4m,2,3000,dataset,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/colbert/indexes/4bit,1000,100,5,0.008407,118.949212,0.876860,8.407000,21206.00,21206.00,32494.12,20089.63,20666.00,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/plaid_main_topk_r5/k100/hotpot/plaid_gpu_resident/benchmark_results.csv
plaid_gpu_resident,hotpot,c5,2,4000,dataset,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/colbert/indexes/4bit,1000,100,5,0.008702,114.921988,0.882110,8.702000,21216.00,21216.00,32494.12,20089.63,20676.00,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/plaid_main_topk_r5/k100/hotpot/plaid_gpu_resident/benchmark_results.csv
plaid_gpu_resident,hotpot,c5m,3,4000,dataset,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/colbert/indexes/4bit,1000,100,5,0.009884,101.175008,0.911950,9.884000,21740.00,21740.00,32494.12,20350.63,21200.00,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/plaid_main_topk_r5/k100/hotpot/plaid_gpu_resident/benchmark_results.csv
plaid_gpu_resident,hotpot,c7,4,4000,dataset,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/colbert/indexes/4bit,1000,100,5,0.011058,90.434441,0.925100,11.058000,22304.00,22304.00,32494.12,20594.07,21764.00,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/plaid_main_topk_r5/k100/hotpot/plaid_gpu_resident/benchmark_results.csv
plaid_gpu_resident,hotpot,c7m,4,6000,dataset,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/colbert/indexes/4bit,1000,100,5,0.011701,85.463668,0.929900,11.701000,22368.00,22368.00,32494.12,20593.30,21828.00,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/plaid_main_topk_r5/k100/hotpot/plaid_gpu_resident/benchmark_results.csv
plaid_gpu_resident,hotpot,c8,4,8000,dataset,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/colbert/indexes/4bit,1000,100,5,0.012387,80.732831,0.931300,12.387000,22388.00,22388.00,32494.12,20594.07,21848.00,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/plaid_main_topk_r5/k100/hotpot/plaid_gpu_resident/benchmark_results.csv
plaid_gpu_resident,hotpot,c8m,6,8000,dataset,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/colbert/indexes/4bit,1000,100,5,0.014573,68.620337,0.941810,14.573000,23320.00,23320.00,32494.12,21070.79,22780.00,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/plaid_main_topk_r5/k100/hotpot/plaid_gpu_resident/benchmark_results.csv
plaid_gpu_resident,hotpot,c10,8,8000,dataset,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/colbert/indexes/4bit,1000,100,5,0.016587,60.289097,0.945460,16.587000,24292.00,24292.00,32494.12,21529.09,23752.00,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/plaid_main_topk_r5/k100/hotpot/plaid_gpu_resident/benchmark_results.csv
plaid_gpu_resident,hotpot,c10m,8,10000,dataset,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/colbert/indexes/4bit,1000,100,5,0.017262,57.929383,0.946150,17.262000,24294.00,24294.00,32494.12,21529.09,23754.00,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/plaid_main_topk_r5/k100/hotpot/plaid_gpu_resident/benchmark_results.csv
plaid_gpu_resident,hotpot,c11,8,12000,dataset,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/colbert/indexes/4bit,1000,100,5,0.017971,55.645601,0.946610,17.971000,24418.00,24418.00,32494.12,21529.09,23878.00,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/plaid_main_topk_r5/k100/hotpot/plaid_gpu_resident/benchmark_results.csv
plaid_gpu_resident,hotpot,c11m,12,12000,dataset,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/colbert/indexes/4bit,1000,100,5,0.021685,46.114734,0.948910,21.685000,26114.00,26114.00,32494.12,22335.00,25574.00,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/plaid_main_topk_r5/k100/hotpot/plaid_gpu_resident/benchmark_results.csv
plaid_gpu_resident,hotpot,c13,16,12000,dataset,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/colbert/indexes/4bit,1000,100,5,0.025234,39.629672,0.949360,25.234000,27776.00,27776.00,32494.12,23143.61,27236.00,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/plaid_main_topk_r5/k100/hotpot/plaid_gpu_resident/benchmark_results.csv
plaid_gpu_resident,hotpot,c13m,16,16000,dataset,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/colbert/indexes/4bit,1000,100,5,0.026619,37.567383,0.949870,26.619000,27776.00,27776.00,32494.12,23143.61,27236.00,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/plaid_main_topk_r5/k100/hotpot/plaid_gpu_resident/benchmark_results.csv
plaid_gpu_resident,hotpot,c14,16,20000,dataset,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/colbert/indexes/4bit,1000,100,5,0.028114,35.569864,0.950220,28.114000,27986.00,27986.00,32494.12,23142.69,27446.00,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/plaid_main_topk_r5/k100/hotpot/plaid_gpu_resident/benchmark_results.csv
plaid_gpu_resident,lotte,c0,1,250,dataset,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/lotte/colbert/indexes/4bit,2931,10,5,0.005713,175.040497,0.870215,5.713000,19554.00,19554.00,32494.12,18404.24,19014.00,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/plaid_main_topk_r5/k10/lotte/plaid_gpu_resident/benchmark_results.csv
plaid_gpu_resident,lotte,c1,1,500,dataset,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/lotte/colbert/indexes/4bit,2931,10,5,0.005737,174.294227,0.909826,5.737000,19554.00,19554.00,32494.12,18404.24,19014.00,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/plaid_main_topk_r5/k10/lotte/plaid_gpu_resident/benchmark_results.csv
plaid_gpu_resident,lotte,c1m,1,750,dataset,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/lotte/colbert/indexes/4bit,2931,10,5,0.005797,172.493723,0.920744,5.797000,19554.00,19554.00,32494.12,18404.24,19014.00,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/plaid_main_topk_r5/k10/lotte/plaid_gpu_resident/benchmark_results.csv
plaid_gpu_resident,lotte,c2,1,1000,dataset,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/lotte/colbert/indexes/4bit,2931,10,5,0.005814,171.990312,0.925725,5.814000,19554.00,19554.00,32494.12,18404.24,19014.00,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/plaid_main_topk_r5/k10/lotte/plaid_gpu_resident/benchmark_results.csv
plaid_gpu_resident,lotte,c2m,1,1500,dataset,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/lotte/colbert/indexes/4bit,2931,10,5,0.005977,167.302604,0.930945,5.977000,19570.00,19570.00,32494.12,18403.72,19030.00,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/plaid_main_topk_r5/k10/lotte/plaid_gpu_resident/benchmark_results.csv
