experiment,system,dataset,target_recall,base_label,label,slots,k,run_index,recall_at_10,recall_at_100,recall,qps,avg_latency_ms,p50_ms,p90_ms,p95_ms,p99_ms,max_ms,stddev_ms,gpu_mem_peak_mib,nprobe,k_rank_cluster,k_rank_all_tokens,itopk_size,overlap_chunks,binary,log,returncode,command,error_tail,effective_concurrent_queries,end_to_end_ms,gpu_mem_current_mib,min_ms,nq,stage3_threads,warmup
chimera_variant_targets,chimera_nolut_nosum,hotpot,0.90,q4,r090_q4_run1,1,100,1,0.944,0.91396,0.91396,166.888,5.988,5.848,6.604,6.830,12.655,20.108,1.321,,160,5000,500,224,6,gpu_search_nolut_nosum,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/chimera_variant_targets/logs/20260429T164347Z/hotpot/chimera_nolut_nosum/targets090_095_slots1_runs3.log,0,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/gpu-mvr/build/gpu_search_nolut_nosum --query /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/raw/query.bin --gt /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/raw/gt.tsv --index /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/gpu_mvr_2m --k 100 --nq -1 --warmup 5 --concurrent-queries 1 --config-file /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/config/tmp/chimera_variant_targets/20260429T164347Z/hotpot/chimera_nolut_nosum/targets090_095_slots1_runs3.csv,,1,5992.057,,4.058,-1,32,5
chimera_variant_targets,chimera_nolut_nosum,hotpot,0.90,q4,r090_q4_run2,1,100,2,0.9443,0.91368,0.91368,167.919,5.955,5.834,6.594,6.867,10.715,17.500,1.101,,160,5000,500,224,6,gpu_search_nolut_nosum,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/chimera_variant_targets/logs/20260429T164347Z/hotpot/chimera_nolut_nosum/targets090_095_slots1_runs3.log,0,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/gpu-mvr/build/gpu_search_nolut_nosum --query /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/raw/query.bin --gt /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/raw/gt.tsv --index /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/gpu_mvr_2m --k 100 --nq -1 --warmup 5 --concurrent-queries 1 --config-file /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/config/tmp/chimera_variant_targets/20260429T164347Z/hotpot/chimera_nolut_nosum/targets090_095_slots1_runs3.csv,,1,5955.264,,4.012,-1,32,5
chimera_variant_targets,chimera_nolut_nosum,hotpot,0.90,q4,r090_q4_run3,1,100,3,0.9444,0.91394,0.91394,170.905,5.850,5.818,6.522,6.736,7.320,13.786,0.740,,160,5000,500,224,6,gpu_search_nolut_nosum,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/chimera_variant_targets/logs/20260429T164347Z/hotpot/chimera_nolut_nosum/targets090_095_slots1_runs3.log,0,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/gpu-mvr/build/gpu_search_nolut_nosum --query /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/raw/query.bin --gt /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/raw/gt.tsv --index /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/gpu_mvr_2m --k 100 --nq -1 --warmup 5 --concurrent-queries 1 --config-file /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/config/tmp/chimera_variant_targets/20260429T164347Z/hotpot/chimera_nolut_nosum/targets090_095_slots1_runs3.csv,,1,5851.195,,4.062,-1,32,5
chimera_variant_targets,chimera_nolut_nosum,hotpot,0.95,q9,r095_q9_run1,1,100,1,0.9495,0.95011,0.95011,81.464,12.275,12.154,13.164,13.570,18.307,20.351,1.115,,384,28000,1800,448,5,gpu_search_nolut_nosum,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/chimera_variant_targets/logs/20260429T164347Z/hotpot/chimera_nolut_nosum/targets090_095_slots1_runs3.log,0,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/gpu-mvr/build/gpu_search_nolut_nosum --query /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/raw/query.bin --gt /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/raw/gt.tsv --index /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/gpu_mvr_2m --k 100 --nq -1 --warmup 5 --concurrent-queries 1 --config-file /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/config/tmp/chimera_variant_targets/20260429T164347Z/hotpot/chimera_nolut_nosum/targets090_095_slots1_runs3.csv,,1,12275.390,,9.337,-1,32,5
chimera_variant_targets,chimera_nolut_nosum,hotpot,0.95,q9,r095_q9_run2,1,100,2,0.9495,0.95014,0.95014,82.200,12.161,12.114,13.088,13.373,14.775,19.168,0.877,,384,28000,1800,448,5,gpu_search_nolut_nosum,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/chimera_variant_targets/logs/20260429T164347Z/hotpot/chimera_nolut_nosum/targets090_095_slots1_runs3.log,0,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/gpu-mvr/build/gpu_search_nolut_nosum --query /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/raw/query.bin --gt /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/raw/gt.tsv --index /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/gpu_mvr_2m --k 100 --nq -1 --warmup 5 --concurrent-queries 1 --config-file /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/config/tmp/chimera_variant_targets/20260429T164347Z/hotpot/chimera_nolut_nosum/targets090_095_slots1_runs3.csv,,1,12165.397,,9.209,-1,32,5
chimera_variant_targets,chimera_nolut_nosum,hotpot,0.95,q9,r095_q9_run3,1,100,3,0.9495,0.95011,0.95011,82.371,12.140,12.094,13.049,13.305,14.600,19.634,0.861,10205.38,384,28000,1800,448,5,gpu_search_nolut_nosum,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/chimera_variant_targets/logs/20260429T164347Z/hotpot/chimera_nolut_nosum/targets090_095_slots1_runs3.log,0,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/gpu-mvr/build/gpu_search_nolut_nosum --query /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/raw/query.bin --gt /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/raw/gt.tsv --index /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/gpu_mvr_2m --k 100 --nq -1 --warmup 5 --concurrent-queries 1 --config-file /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/config/tmp/chimera_variant_targets/20260429T164347Z/hotpot/chimera_nolut_nosum/targets090_095_slots1_runs3.csv,,1,12140.162,10205.38,9.260,-1,32,5
chimera_variant_targets,v9,hotpot,0.90,q4,r090_q4_run1,1,100,1,0.9444,0.91381,0.91381,327.472,3.053,2.936,3.206,3.319,7.598,12.655,0.890,,160,5000,500,224,6,gpu_search_v9,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/chimera_variant_targets/logs/20260429T164347Z/hotpot/v9/targets090_095_slots1_runs3.log,0,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/gpu-mvr/build/gpu_search_v9 --query /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/raw/query.bin --gt /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/raw/gt.tsv --index /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/gpu_mvr_2m --k 100 --nq -1 --warmup 5 --concurrent-queries 1 --config-file /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/config/tmp/chimera_variant_targets/20260429T164347Z/hotpot/v9/targets090_095_slots1_runs3.csv,,1,3053.692,,2.421,-1,32,5
chimera_variant_targets,v9,hotpot,0.90,q4,r090_q4_run2,1,100,2,0.9441,0.91383,0.91383,331.568,3.015,2.898,3.183,3.298,6.820,12.464,0.852,,160,5000,500,224,6,gpu_search_v9,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/chimera_variant_targets/logs/20260429T164347Z/hotpot/v9/targets090_095_slots1_runs3.log,0,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/gpu-mvr/build/gpu_search_v9 --query /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/raw/query.bin --gt /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/raw/gt.tsv --index /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/gpu_mvr_2m --k 100 --nq -1 --warmup 5 --concurrent-queries 1 --config-file /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/config/tmp/chimera_variant_targets/20260429T164347Z/hotpot/v9/targets090_095_slots1_runs3.csv,,1,3015.972,,2.311,-1,32,5
chimera_variant_targets,v9,hotpot,0.90,q4,r090_q4_run3,1,100,3,0.9443,0.91396,0.91396,339.137,2.947,2.890,3.169,3.263,3.642,10.750,0.550,,160,5000,500,224,6,gpu_search_v9,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/chimera_variant_targets/logs/20260429T164347Z/hotpot/v9/targets090_095_slots1_runs3.log,0,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/gpu-mvr/build/gpu_search_v9 --query /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/raw/query.bin --gt /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/raw/gt.tsv --index /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/gpu_mvr_2m --k 100 --nq -1 --warmup 5 --concurrent-queries 1 --config-file /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/config/tmp/chimera_variant_targets/20260429T164347Z/hotpot/v9/targets090_095_slots1_runs3.csv,,1,2948.661,,2.325,-1,32,5
chimera_variant_targets,v9,hotpot,0.95,q9,r095_q9_run1,1,100,1,0.9495,0.9501,0.9501,143.731,6.957,6.857,7.513,7.750,13.342,15.257,0.915,,384,28000,1800,448,5,gpu_search_v9,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/chimera_variant_targets/logs/20260429T164347Z/hotpot/v9/targets090_095_slots1_runs3.log,0,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/gpu-mvr/build/gpu_search_v9 --query /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/raw/query.bin --gt /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/raw/gt.tsv --index /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/gpu_mvr_2m --k 100 --nq -1 --warmup 5 --concurrent-queries 1 --config-file /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/config/tmp/chimera_variant_targets/20260429T164347Z/hotpot/v9/targets090_095_slots1_runs3.csv,,1,6957.455,,5.621,-1,32,5
chimera_variant_targets,v9,hotpot,0.95,q9,r095_q9_run2,1,100,2,0.9495,0.95016,0.95016,146.846,6.809,6.735,7.373,7.582,8.354,14.231,0.781,,384,28000,1800,448,5,gpu_search_v9,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/chimera_variant_targets/logs/20260429T164347Z/hotpot/v9/targets090_095_slots1_runs3.log,0,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/gpu-mvr/build/gpu_search_v9 --query /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/raw/query.bin --gt /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/raw/gt.tsv --index /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/gpu_mvr_2m --k 100 --nq -1 --warmup 5 --concurrent-queries 1 --config-file /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/config/tmp/chimera_variant_targets/20260429T164347Z/hotpot/v9/targets090_095_slots1_runs3.csv,,1,6809.870,,5.406,-1,32,5
chimera_variant_targets,v9,hotpot,0.95,q9,r095_q9_run3,1,100,3,0.9495,0.95011,0.95011,149.427,6.692,6.657,7.271,7.460,7.743,9.663,0.458,15605.38,384,28000,1800,448,5,gpu_search_v9,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/chimera_variant_targets/logs/20260429T164347Z/hotpot/v9/targets090_095_slots1_runs3.log,0,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/gpu-mvr/build/gpu_search_v9 --query /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/raw/query.bin --gt /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/raw/gt.tsv --index /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/hotpot/gpu_mvr_2m --k 100 --nq -1 --warmup 5 --concurrent-queries 1 --config-file /scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/config/tmp/chimera_variant_targets/20260429T164347Z/hotpot/v9/targets090_095_slots1_runs3.csv,,1,6692.226,15605.38,5.374,-1,32,5
